image_filename,description,label,prob
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second79_frame2377.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second78_frame2347.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second77_frame2339.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second78_frame2361.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second73_frame2197.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second72_frame2189.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second77_frame2317.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second72_frame2174.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second74_frame2234.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second71_frame2159.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second71_frame2151.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second71_frame2144.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second71_frame2137.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second70_frame2129.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second77_frame2331.jpg,a close up of a chess board with a bunch of people playing,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second70_frame2114.jpg,a close up of a chess board with a bunch of people playing,0,1.0
